kab/kota,kecamatan,kelurahan,tempat_ibadah,alamat,nama_pengurus,status_tanah,tahun_pendirian,daya_tampung,luas_bangunan,luas_tanah,kegiatan_lain
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Karomah,Jl. Sasah Rt. 013/05,H. Madnur,Hak Milik,1976, ,150,147, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Khairiyah,Jl. Puri Mutiara Rt. 009/11,H. Musa,Hak Milik,1978, ,100,176, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Ma'muriyah,Jl. Puri Mutiara Rt. 004/01,H. Burhani,Hak Milik,1976, ,200,250, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Muhhida,Jl. Bunga Anggrek,H. Dani,Hak Milik,1949, , ,192, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Ma'muriyah,Jl. Cipete Raya Rt. 006/03,Madin,Hak Milik,1975, ,100,110, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Taqwa,Jl. H. Abu Rt. 001/03,H.Marzuki Aman,Hak Milik,1945, ,200,240, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Al Taqwa,Jl. Galem Rt. 005/01,L. Cipete Selatan,Negara,1995, ,20,20, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla At Taqwa,Jl. Bunga Mawar Rt. 002/02,H. Hamzah,Hak Milik,1970, ,200,400, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Darul Hikmah,Jl. Timbul Rt. 003/05,H. Dani,Hak Milik,1970, ,100,123, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Darul Qur'an,Jl. P. Antasari Rt. 013/02,KH.Nurali Hamim,Hak Milik,1950, ,200,363, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla DEPDIKBUD,Jl. RS. Fatmawati,DEPDIKBUD,Negara,1970, ,30,30, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Komp. Pajak,Jl. Asem Raya Rt. 010/05,Komp. Pajak,Negara,1974, ,75,100, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Muhammad,Jl. Asem Rt. 004/03,H. Muhamad,Hak Milik,1973, ,100,300, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Nurul Hidayah,Jl. Mushola Rt. 013/05,H. Abd. Karim,Hak Milik,1965, ,100,201, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Nurul Islam,Jl. Cipete Selatan Rt. 002/03,HA. Naiman,Hak Milik,1951, ,150,191, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Ps. Inpres Cipete,Jl. P. Antasari Rt. 003/01,Kep. Pasar,Negara,1981, ,11,12, 
Jakarta Selatan,Cilandak,Cipete Selatan ,Musholla Yayasan Bakti Intan,Jl. Komp. Bali Rt. 004/02,Komp. Bali,Negara,1980, ,80,100, 
Jakarta Selatan,Cilandak,Cipete Selatan ,GP. HKBP,Jl. Asem II Cipete Selatan,Pdt. Pasaribu Sth,,,,,,
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al Adil,Jl. Adhiyaksa Rt. 005/05,HF. Diryati,Wakaf,1989,1000,1000,4000,"TPA, Mad, LainLain"
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al Barkah,Jl. Karang Tengah Raya Rt. 004/04,Abd. Sulam,Sertifikat,1979, ,600,385, 
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al Falah,Jl. Komp. TB. Indah,Udi Bowo Cipto Mulyono,Hak Milik,1983,800,600,800,"TPA, RM"
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al Ikhsan,Gg. Masjid Rt. 001/01,H. Rohmat,Sertifikat,1913, ,450,800, 
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al Taqwa,Jl. Kav. Lestari Rt. 012/07,Drs. HM. Sabrib,Wakaf,1979,600,350,640,"TPA, MT, RM"
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid An Nihmah,Jl. H. Gandum Rt. 008/03,H. Sardan,Hak Milik,1993, ,800,300, 
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid An Ni'mah,Jl. Lebak Indah Raya Rt.010/07,Drs. H. Ubaidilah,Sertifikat,1997, ,800,1200, 
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid As Sa'adah,Jl. Lebak Bulus Raya Rt. 007/02,Drs. HA. Muhaimin,Hak Milik,1978, ,470,1050, 
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Dadrul Adzkaar,Jl. Karang Tengah Rt. 006/04,H. Murtanih, ,1997, ,6000,1500,LainLain
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Darul Qur'an,Jl. Batam Raya Rt. 001/01,Bahrudin H., ,1971, ,600,300,RM
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Jami Darul Ni'mah,Jl. H. Gandun Rt. 004/08,H. Sardar HQ,Wakaf,1994,400,200,300,MT
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Nurul Falah,Jl. Karang Tengah Raya Rt. 003/03,Drs HA. Syarnubi,Wakaf,1948, ,1800,2400,TPA
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid Al-Khairiyah,Jl. Madrasah AlHusna No. 53 Rt. 003/04,,,,,,,
Jakarta Selatan,Cilandak,Lebak Bulus,Masjid At-Taqwa,Jl. Kav. Lestari Rt. 010/07,,,,,,,
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Barkah,Jl. Karang Tengah Rt. 008/03,H. Muhidin,Hak Milik,1970, ,150,198, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Istiqomah,Jl. Gunung Balong Rt. 008/04,Mujio Carlam, ,1961, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Mujahidin,Jl. H. Gandum Rt. 006/03,Mursalih,Hak Milik,1990, ,100,122, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Munawar,Jl. Lebak Bulus Rt. 004/01,H. Asni, ,1960, ,90,96, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Ma'muriyah,Jl. Adyi Yaksa Rt. 001/01,H. Dulbar,Hak Milik,1990, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Marwiyah,Jl. Lebak bulus Rt. 004/01,H. Mahmud, ,1960, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Muttaqin,Jl. Lebak Bulus Rt. 011/01,Hoto Mahmud, ,1960, ,100,200, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Rohman,Jl. Puskesmas Rt. 006/04,H. Djawahir, ,1987, ,66,300, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla An-Nimah,Jl. Gunung Balong Rt. 010/02,H. Romlih, ,1975, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Apartemen Bona Vista,Jl. Bonavista,Lasmani / Lasman,Hak Milik,1997, ,15,15, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla As-Salam,Jl. Gunung Balong Rt. 003/02,H. Mukri, ,1970, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla At-Taqwa,Jl. Pertanian Rt. 004/04,H. Bahrudin,Hak Milik,1980, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla At-Taqwa,Jl. Komp. Batam,H. Marsudi,Negara,1977, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Bismilah,Jl. Karang Tengah Rt. 005/03,H. Rahmat, ,1970, ,100,150, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Jamiatul Kirom,Jl. Kelurahan Rt. 008/04,H. Mamat, ,1970, ,150,350, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Kel. Lebak Bulus,Jl. Kamunggal Jaya,L. Lebak Bulus,Negara,1990, ,50,50, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Miftahul Jannah,Jl. Pertanian Rt. 006/04,H. Sarmin,Hak Milik,1990, ,80,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Miftahul Umam,Jl. Karang tengah Rt. 007/03,Sanip,Hak Milik,1967, ,100,100, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Raudatul Jannah,Jl. Lebak Bulus Rt. 011/04,H. Rais, ,1950, ,200,497, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla SLB Bag. A,Jl. Pertanian,Kepsek,Negara,1982, ,20,20, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla STM Grapika,Jl. P. Jum'at,Kepsek, ,1970, ,100,36, 
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Ikhlas,Jl. H. Nurdin Rt.007/03,H. Mahmud,,,,,,
Jakarta Selatan,Cilandak,Lebak Bulus,Musholla Al Mahmud,Jl. H. Nurdin Rt.007/03,H. amat,,,,,,
Jakarta Selatan,Cilandak,Lebak Bulus,GP. GPIB Jemaat Sumber Asih,Jl. Lebak Bulus III/5,"Pdt. Aryono Emin, SH",,,,,,
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Al-Mutaqin,Jl. Radio II Rt. 001/04,Ir H. Prawoto,Wakaf,1969,300,120,200, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid At Taqwa,Jl. Limau I Rt. 003/03,H. Abu Bakar,Yayasan,1975,700,300,500, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Baitul Adil,Jl. Hasanudin no.1,A. Burhanuddin,Wakaf,1967,1000,600,800, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Fajrul Islam,Jl. H. Aom Rt. 003/08,,Wakaf,1990,1000,500,500, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Hidayatullah,Jl. Pandan Rt. 003/09,A. Madjid,Wakaf,1980,250,130,200, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Himatul Rasikin,Jl. Bacang II Rt. 002/08,K.H. HA. Karim,Wakaf,1950,800,487,487, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Innayatulloh,Jl. Cemara Rw.08,Azhari,Milik,1960,250,150,150, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Masjid Nurul Huda,Jl. Rambai Bawah Rt. 003/02,H. Ardani,Wakaf,1967,300,148,280, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Al-Istiqomah,Jl. Kp. Sawah Rt. 001/10,H. Matin,Masyarakat,1964,200,100,100, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Al-Muhajirin,Jl. Rambai Bawah Rt. 009/02,H. Karma,Masyarakat,1978,200,100,100, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Al-Mustaqim,Jl. Antena IV Rt. 007/08,Saduni,Masyarakat,1964,100,50,50, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Baitul Salam,Jl. H Aom Rt. 001/08,H. Irinawawi,Masyarakat,1960,100,50,50, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Darussalam,Jl. Kp. Sawah Rt. 002/09,H. Rozak,Masyarakat,1971,60,42,42, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Al-Hikmah ,Jl. Gandaria Tengah V Rw. 01,,Masyarakat,,,,,
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Uswatun Choriyah,Jl. Kp. Sawah Rt. 005/10,HA. Zainal,Masyarakat,1969,150,10,100, 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Musholla Al-Karimah,Rw. 02,,Masyarakat,,,,,
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Pantekosta,Jl. Barito II/57  Rw.09,Kurniawan,Masyarakat, ,500, , , 
Jakarta Selatan,Kebayoran Baru,Kramat Pela,Santo Yohanes Penginjil,Jl. Melawai Raya 197  Rw.06,Theodorus Wali. S,Masyarakat, ,1000, , , 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Al- Falah,Jl. Sinabung V Rt. 002/08,Dr. H. Rahmat Ismail,Masyarakat,1983,250,120,500, 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Al-Ihsan,Jl. Keruci IX Rt. 001/02,H. Roni Abdurahman,Masyarakat,1983,800,300,500, 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Ar Rohmah,Jl. Kyai Maja RS Pertamina,Wibowo,Yayasan, ,375,200,200, 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Darussaadah,Jl. Tebah Ps Majestih,H. Syahril,Masyarakat,1985,375,250,250, 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Nurul Yaqin,Jl. Bujana Dalam Rt. 010.01,"H. Muali Kurniawan, BA",Masyarakat,1988,375,200,250, 
Jakarta Selatan,Kebayoran Baru,Gunung,Masjid Al-Falah,Jl. Hang Jebat III Blok F3,Yusril Ramadhan,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al Jihad,Jl. Hang Jebat Rt. 005/08,Ali Rahman,Masyarakat,1985,100,45,45, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Amir,Jl. Kerinci Raya ,Camat,Masyarakat,1999,50,50,50, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Fajar,Jl. Lauser Depkes,Hasbulah,Masyarakat,1973,75,37,37, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Falah,Jl. Lauser Rt. 008/08,Didi Haryadi,Masyarakat,1975,100,25,75, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Hidayah,Jl. Hang Lekir I Rt. 010/06,Asep B & Ajis,Masyarakat,1970,100,100,100, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Mutaqin,Jl. Hang Lekir  II /27 Rt. 004/06,Rahmat,Masyarakat,1988,125,100,100, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla SMP 11,Jl. Kerinci VII ,Kepsek,Masyarakat,1988,400,100,100, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla SMP 19,Jl. Kerinci VII ,Kepsek,Masyarakat,1987,400,195,195, 
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla At Taqwa,Jl. Sinabung II,M. Zaaenuddin,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Raudhotul Mujahiddin,Jl. Ophir Dalam,Ust. Ishak Mudholi,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Nurul Bait ,Jl. Hang Lekir II Rw. 011/06,Sugio Hadi,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Hikmah,Jl. Hang Lekir II Rw. 09/06,S. Parman,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,Musholla Al-Ikhlas ,Jl. Sisingamangaraja Rt.02/06,Heri Indra Pramana ,,,,,,
Jakarta Selatan,Kebayoran Baru,Gunung,HKBP,Jl. Hang lekir III no.18,Butan Butan,Swadaya, , , , , 
Jakarta Selatan,Kebayoran Baru,Melawai,Masjid Nurul Iman,Jl. Tirtayasa Rt. 004/04,Suharwan,Pemerintah,1982,500,250,500, 
Jakarta Selatan,Kebayoran Baru,Melawai,Masjid Nurul Iman,Jl. PS. Melawai ,H. Juprizal,Pemda,1980,500,300,350, 
Jakarta Selatan,Kebayoran Baru,Melawai,Masjid Palatehan,Jl. Palatehan VIII Rt.01/01,"Slamet, SH",Negara,1985,1000,540,882, 
Jakarta Selatan,Kebayoran Baru,Melawai,Masjid Syarif Hidayatullah,Jl. Iskandar Syah Rt.005/04,KH. A. Hamid,Pemda,1945,3000,1000,1500, 
Jakarta Selatan,Kebayoran Baru,Melawai,Musholla Darum Abdullah,Jl. Wijaya IX Rt.002/07,Abd. Rohman,Masyarakat,1967,125,75,75, 
Jakarta Selatan,Kebayoran Baru,Melawai,Musholla SMP XII,Jl. Wijaya no.50 Rt.002/07,Kepsek,Swadaya ,1983,60,30,30, 
Jakarta Selatan,Kebayoran Baru,Melawai,Musholla SMA 6,Jl. Hasanuddin ,Kepsek ,,,,,,
Jakarta Selatan,Kebayoran Baru,Melawai,GBI Imanual Kebayoran,Jl. Kojo Sutomo,Yohanes Taroja, , , , , , 
Jakarta Selatan,Kebayoran Baru,Melawai,GKI Efatha,Jl. Melawai Raya 12,Pdt. Hedrik Ougil, , , , , , 
Jakarta Selatan,Kebayoran Baru,Melawai,GKI Keb. Baru,jl. Panglima Polin I /51,Fangedag, , , , , , 
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Al-Hidayah,Jl. Cisanggiri II Rt. 003/04,Ali Fiki,Masyarakat,1956,500,150,183, 
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Nurul Hilal,Jl. Cibulan IV No. 5 Rt.005/06,H. Abd. Majid Razak,Masyarakat,1961,300,150,183, 
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Nurul Hidayah,Jl. Wijaya I Rt. 002/03,H. Mursid Sya'ad,Wakaf,1950,550,300,400, 
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Nurul Huda,Jl. Wijaya Timur VI no. 81C,H. Husain,Masyarakat,1975,500,150,150, 
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Nurul Iman,Jl. Cikajang No. 24 Blok Q 11,Drs. Hasan Abdul Gani,,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Masjid Daarul Jannah,Jl. Prapanca Raya No. 9 Kantor Walikota,Wakil Walikota,Negara / Pemda ,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Al-Mutaqimun,Jl. Wijaya I Rt. 012/03,H. Soleh,Hak Milik,1974,100,150,450,MT
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Arro Fikurrohim,Jl. Nipah Kubur Rt. 012/01,H. Mustar,Hak Milik,1978,150,90,100,MT
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Huda,Jl. Wijaya PCK Rt. 011/05,H. Abdul Halim,Hak Milik,1972,100,60,60,MT
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Ikhlas,Jl. Wijaya I Rt. 010/03,M. Yusuf,Hak Milik,1972,150,60,90,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Ikhsan,Jl. Wijaya I Rt. 006/03,Abdul Rahman,Hak Milik,1976,150,60,90,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Iman,Jl. Cikijang no.24 Rt. 006/06,H. Abdul Ghoni,Hak Milik,1968,500,250,300,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Islam,Jl. Nipah IX Rt. 008/01,H. Abd. Rohman Ali ,Hak Milik,1973,200,70,100,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Khoir,Jl. Wijaya Timur Rt. 013/02,Mohamad Ali Madani,Hak Milik,1975,100,50,50,MT
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Yaqin,Jl. Wijaya Timur Rt. 006/02,Zamilin Sabdji,Hak Milik,1972,300,200,230,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla SMP XIII,Jl. Tirtayasa,Kepsek,Hak Pakai,1980,200,80,100,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Al-Ikhlas ,Jl. Wijaya Timur Raya No. 1,H. Mohtar HM,,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla YPAI,Jl. Pulo Raya IV Rt.006/01,,,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Al-Ikhwan ,,,,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Musholla Nurul Iman,Jl. Nipah Kubur Rt. 012/01,,,,,,,
Jakarta Selatan,Kebayoran Baru,Petogogan,Santapan Rohani Indonesia,Jl. Wijaya I no. 23,Dr. I. Made Mashao ,Hak Pakai, , , , , 
Jakarta Selatan,Kebayoran Baru,Senayan,Masjid Arif Fadilah,Jl. Jend. Sudirman Polda Metro,Komaro Zaman,Masyarakat,1967,500,300,300, 
Jakarta Selatan,Kebayoran Baru,Senayan,Masjid Dana Yasa,Jl. Kawasan Niaga terpadu,H. Huzni,Masyarakat,1987,550,300,500, 
Jakarta Selatan,Kebayoran Baru,Senayan,Masjid Darussalam,Jl. Tulodong Bawah Rt.016/03,Mansyur AK,Hak Milik,1968,450,200,252, 
Jakarta Selatan,Kebayoran Baru,Senayan,Masjid Nurul Islam,Jl. PS Tulodong Rt.04/05,HM. Marodja,Masyarakat,1962,400,200,500, 
Jakarta Selatan,Kebayoran Baru,Senayan,Masjid Salahudin,Jl. Gatot Subroto,H. Firdaus,Negara,1987,500,300,400, 
Jakarta Selatan,Kebayoran Baru,Senayan,Musholla An Nasihum,Jl. Tulodong Atas Rt. 014/03,H. Madin,Hak Milik,1967,400,215,215, 
Jakarta Selatan,Kebayoran Baru,Senayan,Musholla Darul Istiqomah,Jl. Kp. Pecandran Rt. 010.01,H. Mugni,Hak Milik,1978,250,200,200, 
Jakarta Selatan,Kebayoran Baru,Senayan,Musholla Darur Rohman,Jl. Senopati Dalam II,K.H. Syukron,Hak Milik,1975,400,200,250, 
Jakarta Selatan,Kebayoran Baru,Senayan,Musholla Nurul Rohman,Jl. Kp. Senayan Rt. 001/07,H. Asmuni,Hak Milik,1972,400,200,200, 
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Masjid Nurul Iman,Jl. Senayan no. 83 Rt.007/02,Ust. Aceng,Wakaf,1968,400,150,200, 
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Masjid Nurul Mujahidin,Jl. Cirajgl II Rt. 006/02,Ust. H. Abdul Syukur,Hak Milik,1970,500,250,300, 
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Masjid Nurul Yaqin,Jl. Kebalen II Rt. 002/05,"Lutfi Azies, S,Ag",Hak Milik,1975,650,320,400, 
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Masjid Nurul Iman,Jl. Rengas 1 / 28 Rt.004/02,,,,,,,
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Mushola Al Falahiah,Jl. Rengas I Rt. 015/02,H.M. Tadjuddin N,Wakaf, ,100,70,70,MT
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Mushola Attabraniyah,Jl. Rengas V Rt. 002/02,H.M. Yusuf,Hak Milik,1983,70,30,50,TPA
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Mushola Nurul Ichsan ,Jl. Senayan 30 Rt.006/06,Lurah,Hak Pakai,2002,100,60,70,MT
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Mushola Pengajian Assakiinah,Jl. Rengas I no.15 Rt. 005/02,Marulloh Musa, ,1975,100,50,50,TPA
Jakarta Selatan,Kebayoran Baru,Rawa Barat,Santa Maria Perawan Ratu,Jl. Suryo no.62,Romo Heru,Hak Milik, ,400,250,200, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Al-Azhar,Jl. Sisingamangaraja Rt. 03/03,Drs. H.M. Anwar,Milik,1950,1000,2475,4377, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Al-Ikhlas,Jl. Trumojayo 1/3 POLRI,R. Ichsan,Milik,1967,400,170,1000, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Assalam,Jl. Patimura no.20 Dep. PU,K.H. Hidayat,Negara,1975,600,200,250, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid At Taqwa,Jl. Sriwijaya Rt. 005/01,H. Abd. Azis,Masyarakat,1961,5000,2400,2600, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Nurul Hidayah,Jl. Bakti no.11,K.H. A. Rahman,Milik,1953,200,700,1000, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Nurul Rohman,Jl. Sisingamangaraja,Ir. Toto,Masyarakat,1982,700,364,400, 
Jakarta Selatan,Kebayoran Baru,Selong,Masjid Baitul Hamid,Jl. Sanjaya II,H. Syafe'i,,,,,,
Jakarta Selatan,Kebayoran Baru,Selong,Musholla Nurul Saadah,Jl. Empu Sendok Gg. Salak,H. Paijo,Milk,1970,400,200,200, 
Jakarta Selatan,Kebayoran Baru,Selong,Musholla Nurul Yaqin Baitul,Jl. Sanjaya I Blok L,Syafie,Milk,1960,400,200,200,
Jakarta Selatan,Kebayoran Baru,Selong,GPDI,Jl. Senopati no.55,YR Maray, , , , , , 
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Al-Jannah,Jl. RS Fatmawati Rt. 001.09,H. Ali Tami,Hak Pakai,1972,100,50,50,MT
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Al-Kausar,Jl. Jembatan Utara Rt. 001/06 No. 6,DR. H. Abdullah Cholil,Hak Milik,1967,2000,400,1000,"TPA,MT,RM"
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Kramat Pela,Jl. Benda I Rt. 001/07,H. Abu Bakar ,Wakaf,1950,300,100,150,MT
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Nurul Hidayah,Jl. Brawijaya XII Rt. 005/07,"H. Baskoro, SH",Hak Milik,1987,500,250,400,"TPA,MT,RM"
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Nur Abu Wizar,Jl. Wijaya II Rt. 003/01,Robi Cahyadi,,,,,,
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Al-Mutathohirin,Jl. Darmawangsa Raya No. 04,Ustd. Supriyanto ,,,,,,
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Al-Ahyar,Jl. Panglima Polim Raya No. 7,H. Adnan ,,,,,,
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Darul Falah,Jl. Kubis II Rt.007/01,Ustd. Ali Husain Hambali,,,,,,
Jakarta Selatan,Kebayoran Baru,Pulo,Masjid Ihyauddin,Jl. Kubis III/ 16 Rt.006/06,Ust. Sholeh ,,,,,,
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla Al-Achyar,Jl. RS Fatmawati,H. Adnan S,Hak Milik,1965,900,300,450,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla Al-Jafar,Jl. Darma Wangsa Rt. 007/01,H. Ghozali,Hak Milik,1958,300,150,180,MT
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla An Nur,Jl. Wijaya II /42, ,Hak Pakai, ,100,100,150,MT
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla Darul Falah,Jl. Kubis II Rt. 001/09,Ust. Ali Huzain,Hak Milik,1950,400,150,200,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla Miftahul Janah,Jl. Prapanca Rt. 002/09,Ramudi Ali,Hak Milik,1980,60,30,30,MT 
Jakarta Selatan,Kebayoran Baru,Pulo,Musholla Mutatohirin,Jl. Darma Wangsa 4 Rt. 008/01,Nanang Suryadi,Hak Milik,1980,200,90,1200,MT
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,Masjid Al-Makmur,Jl. Petogogan I Rt.001/12,A. Syafei Ayub ,Hak Milik,1956,400,300,500,"MT,RM"
Jakarta Selatan,Kebayoran Baru,Gandaria Utara,Masjid Al-Muchlisin,Jl. H. Syaji M Rt. 007/02,H. Abd. Kodir,Hak Milik,1962,1000,250,400,"TPA,MT,RM"
